# Yulengua 词库 · 西班牙语
# 来源：Instituto Cervantes · Plan Curricular · Nociones específicas A1-A2 + B1-B2
词,释义
tapear,吃塔帕斯
atender una mesa,招待一桌客人
servir una mesa,为一桌客人上菜
sentarse a la mesa,入座用餐
retirar el primer plato,撤下第一道菜
retirar el segundo plato,撤下第二道菜
campus,校园
secretaría,秘书处；教务处
administración,行政管理；行政部门
centro de recursos,资源中心
aula multimedia,多媒体教室
colegio público,公立学校
colegio privado,私立学校
colegio concertado,政府资助私立学校
guardería,托儿所
jardín de infancia,幼儿园
colegio bilingüe,双语学校
colegio religioso,宗教学校
colegio laico,世俗学校
escuela superior,高等学校
alumnado,全体学生；学生群体
profesorado,全体教师；教师队伍
catedrático,教授；大学正教授
rector,大学校长
jefe de estudios,教务主任
maestro,教师；小学老师
tutor,导师；班主任
director de tesis,论文导师
delegado de curso,班级代表
conferenciante,演讲者；讲师
universitario,大学生；大学的
asociación de profesores,教师协会
asociación de antiguos alumnos,校友会
asignatura teórica,理论课程
asignatura práctica,实践课程
clase teórica,理论课
clase práctica,实践课
matrícula,注册；学费
beca,奖学金
conferencia,讲座；会议
matricularse,注册；报名
devolver la matrícula,退注册费/学费
pedir una beca,申请奖学金
dar una beca,发放奖学金
ganar una beca,获得奖学金
hacer un intercambio,参加交换项目
hacer unas prácticas,参加实习
asignatura obligatoria,必修课程
asignatura común,公共课程
materia trimestral,季度课程
materia anual,全年课程
curso elemental,初级课程
curso obligatorio,必修课程
curso optativo,选修课程
formación continua,继续教育
formación permanente,终身教育
educación primaria,小学教育
educación secundaria,中学教育
educación universitaria,大学教育
educación superior,高等教育
educación a adultos,成人教育
enseñanza primaria,小学教育
enseñanza secundaria,中学教育
enseñanza universitaria,大学教育
enseñanza superior,高等教育
enseñanza a adultos,成人教育
estudios primarios,小学教育经历
estudios secundarios,中学教育经历
estudios superiores,高等教育经历
estudios universitarios,大学教育经历
educación pública,公立教育
educación privada,私立教育
educación religiosa,宗教教育
educación laica,世俗教育
enseñanza presencial,面授教学
enseñanza virtual,线上教学
enseñanza a distancia,远程教学
curso presencial,面授课程
curso virtual,线上课程
curso a distancia,远程课程
curso intensivo,强化课程
curso de iniciación,入门课程
curso de perfeccionamiento,进阶课程
seminario,研讨会
congreso,大会；学术会议
ofrecer educación superior,提供高等教育
ofrecer educación universitaria,提供大学教育
recibir educación superior,接受高等教育
recibir educación universitaria,接受大学教育
solicitar una beca,申请奖学金
solicitar una plaza,申请名额
conceder una beca,授予奖学金
conceder una plaza,授予名额
disfrutar de una beca,享受奖学金待遇
conseguir una beca,获得奖学金
obtener una beca,获得奖学金
obtener créditos,获得学分
dar créditos,给予学分
conseguir créditos,获得学分
tener un buen expediente,有良好的成绩档案
tener un mal expediente,有不良的成绩档案
saber de memoria,会背诵
aprender de memoria,背下来
estudiar de memoria,死记硬背地学
pensar,思考；认为
recordar,记得；回忆
olvidar,忘记
enseñar,教授；教
enseñanza,教学；教育
aprendizaje,学习；学习过程
alumno brillante,优秀学生
alumno estudioso,勤奋学生
alumno conflictivo,问题学生
didáctico,教学用的；教学法的
educativo,教育的
memorizar,记忆；背诵
eflexionar,反思；思考
deducir,推断；演绎
sacar conclusiones,得出结论
quedarse en blanco,脑子一片空白
formarse,接受培训；成长
educarse,接受教育；培养自己
recibir clases,上课
tomar clases,上课
test,测试
control,测验；检查；控制
notas,成绩；笔记
hacer un examen oral,参加口试
hacer un test escrito,参加笔试
hacer un control,参加测验
tener un examen oral,有口试
tener un test escrito,有笔试
tener un control,有测验
aprobar un examen oral,通过口试
aprobar un test escrito,通过笔试
aprobar un control,通过测验
suspender un examen oral,口试不及格
suspender un test escrito,笔试不及格
suspender un control,测验不及格
corregir un examen,批改试卷
tener un [número cardinal],得[分数]分
tener buena nota,得好成绩
tener mala nota,得差成绩
aprobar el curso,通过这门课程
repetir el curso,留级
examen parcial,期中考试
examen final,期末考试
examen cuatrimestral,学期考试
examen anual,学年考试
prueba parcial,期中测验
prueba final,期末测验
prueba cuatrimestral,学期测验
prueba anual,学年测验
control parcial,阶段测验
control final,期末测验
control cuatrimestral,学期测验
control anual,学年测验
nota media,平均成绩
nota final,最终成绩
nota justa,公正的成绩
nota injusta,不公正的成绩
nota alta,高分
nota baja,低分
evaluación parcial,阶段评估
evaluación final,期末评估
autoevaluación,自我评价
preparar un examen,准备考试
prepararse para un examen,备考
pasar un examen,通过考试
presentarse a un examen,报名参加考试
examinarse,参加考试
hacer una prueba (de nivel),参加（分级）测试
sacar buenas notas,取得好成绩
sacar malas notas,取得差成绩
sacar un sobresaliente,得优秀
sacar un notable,得良好
sacar un [número cardinal],得[分数]分
poner notas,打分；给成绩
pasar de curso,升年级
tener una asignatura pendiente,有未通过的科目
quedar una asignatura pendiente,留下未通过的科目
pedir revisión de examen,申请复核考试
bachillerato,高中阶段；西班牙大学预科
carrera,大学专业；职业生涯
máster,硕士
doctorado,博士阶段；博士学位
licenciado,大学本科毕业生；学士
doctor,博士；医生
estudiar el bachillerato,读高中
estudiar una carrera,读大学专业
estudiar un máster,读硕士
estudiar un doctorado,读博士
hacer el bachillerato,读高中
hacer una carrera,读大学专业
hacer un máster,读硕士
hacer un doctorado,读博士
tener el bachillerato,拥有高中学历
tener una carrera,拥有大学学位
tener un máster,拥有硕士学位
tener un doctorado,拥有博士学位
empezar el bachillerato,开始读高中
empezar una carrera,开始读大学专业
empezar un máster,开始读硕士
empezar un doctorado,开始读博士
acabar el bachillerato,读完高中
acabar una carrera,读完大学专业
acabar un máster,读完硕士
acabar un doctorado,读完博士
terminar el bachillerato,完成高中学业
terminar una carrera,完成大学学业
terminar un máster,完成硕士学业
terminar un doctorado,完成博士学业
(no) tener estudios,有/没有受过教育
graduado escolar,基础教育毕业生
formación profesional,职业教育；职业培训
hacer estudios primarios,接受小学教育
hacer estudios secundarios,接受中学教育
hacer estudios universitarios,接受大学教育
tener estudios primarios,有小学教育经历
tener estudios secundarios,有中学教育经历
tener estudios universitarios,有大学教育经历
licenciarse,大学毕业；获得 licenciatura
titularse,毕业；取得学位
doctorarse,获得博士学位
hacer la tesis (doctoral),写（博士）论文
tener una licenciatura,拥有本科学位
tener una diplomatura,拥有专科学位
tener la especialidad en,拥有……专业资质
ser licenciado en Empresariales,是企业管理专业本科生
ser licenciado en Filología,是语言文学专业本科生
ser doctor en Empresariales,是企业管理专业博士
ser doctor en Filología,是语言文学专业博士
abandonar los estudios,放弃学业
dejar los estudios,中断学业
continuar los estudios,继续学业
completar los estudios,完成学业
tener una duda,有疑问
equivocarse,弄错；犯错
hacer una actividad en parejas,两人一组完成活动
hacer una actividad en grupos,分组完成活动
hacer una actividad de forma individual,个人独立完成活动
hacer un esquema,做提纲
hacer un resumen,做总结
buscar en un libro,在书中查找
buscar en un diccionario,在词典中查找
mirar en un libro,翻书查看
mirar en un diccionario,查词典
tomar notas,记笔记
tomar apuntes,记笔记
subrayar un libro,在书上划线；标注
escoger un tema,选择主题
escoger un compañero,选择同伴
escoger un libro,选择书
elegir un tema,选择主题
elegir un compañero,选择同伴
elegir un libro,选择书
cambiar de libro,换书
cambiar de tema,换主题
cambiar de compañero,换同伴
levantar la mano,举手
cambiar(se) de sitio,换位置
salir voluntario,自愿举手
salir a la pizarra,到黑板前
explicar un tema,讲解一个主题
explicar una lección,讲解一课
hablar sobre un tema,谈论一个主题
charlar sobre un tema,闲聊一个主题
relacionar,关联；联系
comparar,比较
buscar diferencias,找差异
corregir una redacción,批改作文
corregir un ejercicio,批改练习
corregir los deberes,批改作业
hacer un descanso,休息一下
hacer una pausa,暂停一下
plantear una duda,提出疑问
resolver una duda,解决疑问
aplicar una fórmula,应用公式
deducir una regla,推导出规则
seguir una regla,遵循规则
analizar un tema,分析一个主题
debatir un tema,辩论一个主题
discutir un tema,讨论一个主题
consultar un libro,查阅一本书
consultar una enciclopedia,查阅百科全书
consultar Internet,查阅互联网
consultar una gramática,查阅语法书
hacer una síntesis,做综合摘要
hacer un comentario,做评论
hacer un experimento,做实验
hacer un cuadro,做图表
hacer una tabla,做表格
hacer una presentación,做展示；演示
presentar un proyecto,展示项目
salir al recreo,出去课间休息
pasar lista,点名
estar castigado,被处罚；被留堂
enciclopedia,百科全书
apuntes,笔记；讲义
folio,一张纸；对开纸
papel reciclado,再生纸
papel de impresora,打印纸
carpeta,文件夹
tinta para impresora,打印机墨水
tinta de impresora,打印机墨水
cartucho de tinta,墨盒
grapadora,订书机
grapa,订书钉
clip,回形针
celo,透明胶带
borrador,黑板擦；草稿
retroproyector,投影仪；老式透明胶片投影仪
transparencia,透明胶片；透明度
diapositiva,幻灯片
papel cuadriculado,方格纸
cartulina,卡纸
rotulador fluorescente,荧光记号笔
rotulador de punta fina,细头记号笔
rotulador de punta gruesa,粗头记号笔
poner una transparencia,放映透明胶片
poner una diapositiva,放映幻灯片
proyectar una transparencia,投影透明胶片
proyectar una diapositiva,投影幻灯片
director de RR. HH.,人力资源主管
empleado de banca,银行职员
responsable de ventas,销售负责人
oficio,手艺；职业
profesión liberal,自由职业
sustituto,替补；代班人员
ayudante,助手
estudiante en prácticas,实习生
trabajar para una empresa de transportes,为运输公司工作
trabajar para una empresa de servicios,为服务公司工作
estar de auxiliar,做助理
estar de canguro,做保姆
contratado,受雇的；签约的
interino,临时任职的
trabajador en prácticas,实习员工
tener un empleo en la Administración,在政府部门任职
tener un empleo en una multinacional,在跨国公司任职
tener un cargo público,担任公职
tener un cargo directivo,担任管理职位
tener un cargo de responsabilidad,担任要职
ocupar un cargo público,担任公职
ocupar un cargo directivo,担任管理职位
ocupar un cargo de responsabilidad,担任要职
ejercer de abogado,从事律师工作
ejercer de veterinario,从事兽医工作
ejercer como abogado,从事律师工作
ejercer como veterinario,从事兽医工作
trabajar como autónomo,自雇；自由职业
departamento de recursos humanos,人力资源部门
departamento de contabilidad,会计部门
departamento de administración,行政部门
bufete,律师事务所；办公室
laboratorio,实验室
planos,图纸；计划图
programa informático,计算机程序；软件
casco,头盔
almacén,仓库
granja,农场
quirófano,手术室
lugar bien acondicionado,设备良好的场所
lugar mal acondicionado,设备不佳的场所
lugar bien iluminado,采光良好的场所
lugar mal iluminado,采光不佳的场所
destornillador,螺丝刀
cable,电缆；线
enchufe,插头；插座
mono,工装连体服；猴子
delantal,围裙
gafas de protección,护目镜
ir de traje,穿西装
ir de corbata,打领带
ir de uniforme,穿制服
hacer un informe,做报告
hacer un presupuesto,做预算
hacer un proyecto,做项目
hacer un pedido,下订单
clasificar documentos,整理文件
archivar documentos,归档文件
atender clientes,接待客户
atender usuarios,接待用户
meter datos en el ordenador,向电脑录入数据
introducir datos en el ordenador,向电脑输入数据
empleo,工作；就业
ocupación,职业；工作
contrato indefinido,无固定期限合同
contrato fijo,固定合同
contrato temporal,临时合同
contrato basura,垃圾合同
contrato de prácticas,实习合同
trabajo físico,体力工作
trabajo manual,手工工作
trabajo intelectual,脑力工作
trabajo cualificado,技能型工作
trabajo especializado,专业性工作
trabajo creativo,创意工作
trabajo en equipo,团队工作
trabajo en cadena,流水线工作
trabajo en serie,批量流水线工作
trabajar por cuenta propia,自雇工作
trabajar por cuenta ajena,受雇工作
trabajar a tiempo completo,全职工作
trabajar a tiempo parcial,兼职工作
ejercer una profesión,从事一种职业
ejercer un oficio,从事一门手艺
ejercer una función,履行一项职能
desarrollar un trabajo,开展工作
desarrollar una función,履行职能
desarrollar una tarea,开展任务
desarrollar un servicio,提供服务
llevar a cabo un trabajo,开展工作
llevar a cabo una función,履行职能
llevar a cabo una tarea,完成任务
llevar a cabo un servicio,提供服务
ocupar un puesto,担任职位
ocupar una plaza,占据一个名额
ocupar un cargo,担任职务
ascender a subdirector,升为副主任
ascender a jefe de sección,升为科长
ascender a responsable de unidad,升为单元负责人
realizar un presupuesto,制定预算
preparar un presupuesto,准备预算
presentar un presupuesto,提交预算
coordinar un departamento,协调一个部门
coordinar un equipo de trabajo,协调一个工作团队
coordinar un proyecto,协调一个项目
negociar un contrato,谈判合同
redactar un contrato,起草合同
firmar un contrato,签署合同
ampliar un contrato,延长合同
renovar un contrato,续签合同
distribuir un producto,分销产品
trabajar a gusto,愉快地工作
trabajar a disgusto,不情愿地工作
trabajar honradamente,诚实地工作
trabajar en buenas condiciones,在良好条件下工作
trabajar en malas condiciones,在恶劣条件下工作
trabajar en óptimas condiciones,在最佳条件下工作
firmar un presupuesto,签署预算
revisar la instalación eléctrica,检查电气安装
poner un enchufe,安装插座
poner un punto de luz,安装灯点
poner una toma de corriente,安装电源插座
arreglar un interruptor,修理开关
arreglar un enchufe,修理插座
arreglar un aparato eléctrico,修理电器
oferta,报价；提供；供给
demanda,需求
anuncio de trabajo,招聘广告
entrevistado,受访者；面试者
entrevistador,采访者；面试官
tener formación,有培训背景
tener experiencia,有经验
buscar trabajo,找工作
escribir una carta de presentación,写求职信
enviar una carta de presentación,发送求职信
hacer el currículum vítae,制作简历
presentar el currículum vítae,提交简历
hacer una entrevista de trabajo,进行工作面试
realizar una entrevista de trabajo,进行工作面试
despedir,解雇
desempleo,失业
despido,解雇；裁员
oferta (pública) de empleo,（公共）招聘岗位
Instituto Nacional de Empleo (INEM),西班牙国家就业局（INEM）
Empresa de Trabajo Temporal (ETT),临时就业公司（ETT）
carta de recomendación,推荐信
carta de despido,解雇信
subir el paro,失业率上升
subir el desempleo,失业率上升
bajar el paro,失业率下降
bajar el desempleo,失业率下降
crecer el número de desempleados,失业人数增长
aumentar el número de desempleados,失业人数增加
disminuir el número de desempleados,失业人数减少
estar en un proceso de selección de personal,处于人员选拔流程中
participar en un proceso de selección de personal,参加人员选拔流程
llamar a alguien para una entrevista de trabajo,通知某人参加工作面试
citar a alguien para una entrevista de trabajo,约某人参加工作面试
contratar a alguien,雇用某人
conseguir un trabajo,找到工作
conseguir un puesto,找到职位
conseguir un empleo,找到工作
perder el empleo,失去工作
ser despedido,被解雇
estar desempleado,失业
cobrar una indemnización,领取赔偿金
tener buenas referencias,有好的推荐证明
tener malas referencias,有差的推荐证明
contrato,合同
sueldo,工资；薪水
(total) disponibilidad,（完全）可用性；随时到岗
estabilidad laboral,职业稳定性；工作稳定
horario flexible,弹性工作时间
incorporación inmediata,立即入职
formación a cargo de la empresa,公司承担培训
posibilidad de promoción,晋升机会
sindicato,工会
tener un sueldo,有工资
ganar un sueldo,赚取工资
subir el sueldo,加薪
bajar el sueldo,降薪
estar de vacaciones,在休假
hacer huelga,罢工
jubilarse,退休
anticipo,预支款
comisión,佣金；委员会
dietas,出差补贴；膳宿津贴
flexibilidad de horario,时间安排灵活性
jornada laboral,工作日（工时）
jornada de trabajo,工作时间
día laborable,工作日
día festivo,节假日
comité de empresa,公司委员会
representante de empresa,员工代表
cláusula del contrato,合同条款
cláusula del convenio colectivo,集体协议条款
cotización a la Seguridad Social,缴纳社会保障费
contratar,雇用；签约
ser contratado,被录用
estar en el periodo de prueba,处于试用期
superar el periodo de prueba,通过试用期
cobrar un sueldo,领取工资
cobrar un salario fijo,领取固定薪资
cobrar una nómina,领取薪水
cobrar una paga extra,领取额外奖金
cobrar una hora extra,领取加班费
cobrar un anticipo,领取预支款
cobrar comisiones,领取佣金
cobrar dietas,领取补贴
cobrar un sueldo razonable,工资合理
cobrar un sueldo ridículo,工资低得可笑
cotizar a la Seguridad Social,缴纳社会保障
tener un día libre,有一天休假
pedir un día libre,申请一天休假
pedir un aumento de sueldo,申请加薪
pedir un ascenso,申请升职
pedir un anticipo,申请预支
pedir un día de permiso,申请一天假
pedir la jubilación anticipada,申请提前退休
tener un accidente de trabajo,发生工伤事故
prevenir el estrés,预防压力
prevenir los riesgos laborales,预防职业风险
estar de baja por paternidad,休陪产假
estar de baja por enfermedad,休病假
reivindicar,争取；主张；提出诉求
estar en huelga,正在罢工
estar retirado,已退休
retirarse,退休；退出
capacidad,能力；容量
profesionalidad,专业素养
experiencia,经验
cualificado,有资格的；合格的
competente,胜任的
incompetente,不胜任的
profesional,专业的；专业人士
experto,有经验的
inexperto,缺乏经验的
capaz,有能力的
incapaz,无能力的
perezoso,懒惰的
descanso,休息
vacación,假期；休假
jardinería,园艺
bricolaje,DIY；家庭手工维修
ir de camping,去露营
hacer un picnic,野餐
hacer turismo,旅游；观光
inscribirse en un club,加入俱乐部
inscribirse en una asociación,加入协会
inscribirse en un grupo,加入团体
colaborar como voluntario,做志愿者
tener tiempo libre,有空闲时间
estar ocupado,忙
estar libre,有空
tener un compromiso,有约；有安排
ir de copas,去喝酒
ir de marcha,去玩夜生活
salir de copas,出去喝酒
salir de tapas,出去吃塔帕斯
salir de marcha,出去玩夜生活
pasar(se)lo bien,玩得开心
pasar(se)lo mal,玩得不开心
hacer un curso de jardinería,上园艺课程
hacer un curso de cocina,上烹饪课程
ser aficionado a,是……的爱好者
hacer crucigramas,做填字游戏
coleccionar sellos,收藏邮票
coleccionar monedas,收藏硬币
pasatiempo,消遣；爱好
ocio,休闲；闲暇
parque natural,自然公园
parque temático,主题公园
parque acuático,水上公园
fuegos artificiales,烟花
cohetes,火箭；烟火火箭
entretenerse,娱乐；打发时间
pasar el rato,消磨时间
ir de juerga,去狂欢
ir de fiesta,去聚会
salir de juerga,出去狂欢
salir de fiesta,出去聚会
estar de juerga,正在狂欢
estar de fiesta,正在聚会
disfrazarse,化装；打扮成
resolver pasatiempos,做益智游戏
ser coleccionista de,是……收藏家
pasar(se)lo fenomenal,玩得特别开心
pasar(se)lo en grande,玩得特别开心
asiento de un cine,电影院的座位
asiento de un teatro,剧院的座位
fila de un cine,电影院的座位排
fila de un teatro,剧院的座位排
espectador,观众；观看者
público,公众；观众
escenario,舞台；场景
galería (de arte),（艺术）画廊
plaza de toros,斗牛场
poner una película,放映电影
hacer cola,排队
ser un éxito,取得成功；很成功
desfile,游行；巡游
muestra,展览；样品
presentación,展示；介绍
acomodador,引座员
guardarropa,衣帽间
taquilla,售票处；票房
butaca,剧院座椅；扶手椅
sala de exposiciones,展厅
sala de cine,电影放映厅
sala de conciertos,音乐厅
pista de baile,舞池
pista de una discoteca,夜店舞池
pista del circo,马戏场地
función de teatro,戏剧演出
función de circo,马戏演出
sesión de cine,电影场次
espectáculo apto para todos los públicos,适合所有观众的演出
espectáculo apto para mayores de 18 años,适合18岁以上观众的演出
espectáculo deportivo,体育表演；体育赛事
representación teatral,戏剧演出
festival de música,音乐节
estreno,首映；首次演出
estrenar,首映；首次推出
inaugurar,开幕；启用
montar una exposición,布置展览
organizar una exposición,组织展览
cancelar un espectáculo,取消演出
árbitro,裁判
entrenador,教练
deportista,运动员
jugador,球员；玩家
perdedor,失败者
ganador,获胜者
balón de fútbol,足球
balón de baloncesto,篮球
pelota de tenis,网球
pelota de golf,高尔夫球
raqueta,球拍
esquíes,滑雪板
partido de fútbol,足球比赛
partido de baloncesto,篮球比赛
equipo de fútbol,足球队
equipo de baloncesto,篮球队
carrera ciclista,自行车比赛
carrera de motos,摩托车比赛
carrera de coches,汽车比赛
guantes de boxeo,拳击手套
chándal,运动服
zapatos deportivos,运动鞋
ganar,赢；获得
perder,输；失去
empatar,打平；平局
jugar al balonmano,打手球
jugar al voleibol,打排球
jugar al béisbol,打棒球
hacer atletismo,做田径运动
hacer ciclismo,骑行
hacer natación,游泳
campo de fútbol,足球场
pista de tenis,网球场
campeonato,锦标赛；冠军赛
liga,联赛
instalaciones deportivas,体育设施
palacio de deportes,体育馆
estadio,体育场
aficionado,爱好者；球迷
fan,粉丝；球迷
empate,平局
victoria,胜利
triunfo,胜利；成功
deporte de invierno,冬季运动
deporte de equipo,团队运动
deporte de riesgo,极限运动
deporte de competición,竞技运动
juegos olímpicos (JJ. OO.),奥运会（JJ. OO.）
olimpiada,奥林匹克运动会
Comité Olímpico Internacional (COI),国际奥林匹克委员会（COI）
entrenar,训练
calentar,热身；加热
participar en el entrenamiento,参加训练
sufrir una lesión,遭受运动损伤
tener una lesión,有运动损伤
hacerse una lesión,受伤
eliminar,淘汰；消除
vencer,战胜；获胜
acertar,答对；命中
fallar,失败；失误；没命中
ser de un equipo,属于某支球队
hacerse socio de un club,成为俱乐部会员
hacerse socio de una asociación deportiva,成为体育协会会员
clasificarse para la final,晋级决赛
clasificarse para la semifinal,晋级半决赛
clasificarse para la eliminatoria,晋级淘汰赛
clasificarse para el campeonato,晋级锦标赛
ser campeón,成为冠军
ser subcampeón,成为亚军
quedar campeón de liga,获得联赛冠军
quedar campeón de copa,获得杯赛冠军
quedar campeón del mundo,获得世界冠军
quedar subcampeón de liga,获得联赛亚军
quedar subcampeón de copa,获得杯赛亚军
quedar subcampeón del mundo,获得世界亚军
ganar la copa,赢得奖杯
ganar una medalla,赢得奖牌
conseguir la copa,获得奖杯
conseguir una medalla,获得奖牌
retirarse un deportista,运动员退役
ficha,棋子；筹码；卡片；档案
dado,骰子
tablero,游戏板；棋盘
casilla,格子；方格
concurso,比赛；竞赛
videojuego,电子游戏
consola,游戏机；控制台
juego de mesa,桌游
juego de cartas,纸牌游戏
jugar a los bolos,打保龄球
jugar a los dardos,打飞镖
jugar al billar,打台球
jugar con los juguetes,玩玩具
jugar con la pelota,玩球
tocar un premio,中奖
tocar el Gordo,中头奖
tocar la lotería,中彩票
juego de azar,赌博游戏
juego de ingenio,益智游戏
juego limpio,公平游戏
juego sucio,作弊游戏
rompecabezas,益智拼图；难题
puzle,拼图
jugar una partida,玩一局
tocarle el turno a alguien,轮到某人
barajar,洗牌
repartir,发牌；分配
sacar una carta,抽一张牌
echar una carta,出一张牌
jugar al escondite,玩捉迷藏
jugar a las canicas,玩弹珠
jugar a la comba,跳绳
montar en los columpios,荡秋千
montar en el tobogán,玩滑梯
jugar a la lotería,买彩票
hacer quinielas,参加足球彩票竞猜
hacer una apuesta,下注
apostar,赌博；下注
sacar una ficha,拿出一个棋子
comer una ficha,吃掉一个棋子
avanzar con una ficha,移动一个棋子（前进）
tirar el dado,掷骰子
tirar los dados,掷骰子
seguir las reglas del juego,遵守游戏规则
entender las reglas del juego,理解游戏规则
explicar las reglas del juego,解释游戏规则
saltarse las reglas del juego,违反/跳过游戏规则
hacer trampas,作弊
medios de comunicación,传播媒介
medios de información,信息媒体
noticia,新闻；消息
comentario,评论
opinión,意见；观点
informar,通知；报道
dar información,提供信息
tener información,拥有信息
dar una noticia,告知消息
estar bien informado,消息灵通
estar mal informado,消息不灵通
mantenerse bien informado,保持消息灵通
mantenerse mal informado,未能保持了解情况
dejar un recado,留口信
comunicarse con alguien por carta,通过信件与某人联系
comunicarse con alguien por correo,通过邮件与某人联系
comunicarse con alguien por correo electrónico,通过电子邮件与某人联系
comunicarse con alguien por teléfono,通过电话与某人联系
cortar(se) la comunicación,通信中断
comunicación telefónica,电话通信
comunicación audiovisual,视听通信
comunicación escrita,书面通信
comunicación radiofónica,广播通信
rumor,传闻；谣言
dato,数据；信息
anécdota,轶事；小故事
comunicación fiable,可靠的通讯
comunicación oficial,官方通讯
comunicación extraoficial,非官方通讯
comunicación de última hora,最新通讯
noticia fiable,可靠消息
noticia oficial,官方消息
noticia extraoficial,非官方消息
noticia de última hora,最新消息
comentar,评论；谈论
comunicar,传达；沟通
declarar,声明；宣布
anunciar,宣布；刊登广告
opinar,发表意见
mantener la comunicación,保持沟通
mantener el contacto,保持联系
establecer la comunicación,建立沟通
establecer el contacto,建立联系
comunicarse personalmente,亲自沟通
comunicarse diariamente,每日沟通
comunicarse oralmente,口头沟通
comunicarse por escrito,书面沟通
formular una pregunta,提出问题
formular una crítica,提出批评
conocer un rumor,知道传闻
conocer un dato,知道一个信息/数据
enterarse de una noticia por casualidad,偶然得知消息
enterarse de una noticia casualmente,偶然得知消息
enterarse de una noticia por la prensa,通过媒体得知消息
buzón,邮箱；信箱
remitente,寄件人；发件人
destinatario,收件人
apartado de correos,邮政信箱
posdata,附言；P.S.
firma,签名
saludo,问候；致意
despedida,告别；结尾敬语
carta formal,正式信件
carta personal,私人信件
cerrar un sobre,封信封
mandar por correo,邮寄
abrir el buzón,打开信箱
carta de solicitud de trabajo,求职信
carta de reclamación,投诉信
carta confidencial,机密信件
carta privada,私人信件
carta oficial,公函
escribir una carta a mano,手写信
escribir una carta a máquina,打字写信
escribir una carta a ordenador,用电脑写信
certificar una carta,挂号寄信
certificar un paquete,挂号寄包裹
entregar una carta,递送信件
entregar un telegrama,递送电报
entregar un mensaje,传递消息
entregar en mano,亲手交付
abrir la correspondencia,打开邮件
recibir la correspondencia,收到邮件
entregar la correspondencia,投递邮件
enviar la correspondencia,发送邮件
recoger la correspondencia,收取邮件
contestador automático,电话答录机；自动应答机
buzón de voz,语音信箱
llamada,电话；通话
línea (ocupada),（占线的）电话线路
batería de teléfono,手机电池
tarjeta de teléfono,电话卡
conversación telefónica,电话交谈
guía telefónica,电话簿
páginas amarillas,黄页
marcar un número de teléfono,拨电话号码
colgar el teléfono,挂电话
descolgar el teléfono,拿起电话
coger el teléfono,接电话
ponerse al teléfono,来接电话
quedarse sin batería,手机没电
quedarse sin saldo,话费余额用完
hacer una llamada,打电话
pasar una llamada,转接电话
devolver una llamada,回电话
atender una llamada,接听电话
desviar una llamada,转移电话
estar comunicando,占线
servicio de atención al cliente,客户服务
servicio de información al cliente,客户信息服务
teléfono digital,数字电话
teléfono analógico,模拟电话
recibo del teléfono,电话账单
factura del teléfono,电话账单
línea telefónica,电话线路
línea de teléfono,电话线路
red telefónica,电话网络
red de teléfono,电话网络
conexión telefónica,电话连接
conexión de teléfono,电话连接
compañía telefónica,电话公司
compañía de teléfono,电话公司
telefonear,打电话
cortar la línea,切断电话线路
cortarse la comunicación,通信中断
llamar a cobro revertido,打对方付费电话
hacer una llamada urbana,打市内电话
hacer una llamada local,打本地电话
hacer una llamada interurbana,打长途电话
hacer una llamada interprovincial,打跨省电话
hacer una llamada internacional,打国际电话
hacer una llamada gratuita,打免费电话
dar de alta la línea telefónica,开通电话线路
dar de baja la línea telefónica,注销电话线路
tener la tarifa plana,有包月套餐
tener ADSL,有ADSL宽带
contratar la tarifa plana,办理包月套餐
contratar ADSL,办理ADSL宽带
tener un buen servicio,享有良好服务
tener un mal servicio,服务差
dar un buen servicio,提供良好服务
dar un mal servicio,提供差服务
periodismo,新闻学；新闻业
prensa,新闻媒体；报刊
editorial,出版社；社论
cartelera,演出/电影排期；公告栏
sección de economía,经济版块
sección de cultura,文化版块
sección de deportes,体育版块
agencia de prensa,新闻社
agencia de fotografía,摄影通讯社
suplemento cultural,文化副刊
suplemento de economía,经济副刊
publicar una noticia,发布新闻
publicar un reportaje,发布报道
publicar una entrevista,发布采访
publicar un artículo,发布文章
redactar una noticia,撰写新闻
redactar un reportaje,撰写报道
redactar una entrevista,撰写采访稿
redactar un artículo,撰写文章
titular,标题；头条
subtítulo,副标题
pie de foto,图片说明
portada,封面；头版
primera página,第一页；头版
crónica,新闻报道；纪事
crítica,评论；批评
carta al director,致编辑的信
editor,编辑；出版商
redactor (jefe),（主编）编辑；记者
corresponsal,驻外记者；通讯员
enviado especial,特派记者
edición,版本；版次
redacción,编辑部；撰写
artículo de opinión,评论文章
artículo de fondo,社论/深度文章
periódico de la mañana,晨报
periódico de la tarde,晚报
prensa escrita,纸质媒体
prensa rosa,八卦媒体
prensa del corazón,娱乐/花边新闻媒体
prensa deportiva,体育媒体
prensa amarilla,黄色新闻媒体
prensa económica,财经媒体
prensa gratuita,免费报刊
libertad de prensa,新闻自由
libertad de expresión,言论自由
censura,审查制度；删改
noticias de actualidad,时事新闻
suscribirse a un periódico,订阅报纸
suscribirse a una revista,订阅杂志
dar una rueda de prensa,召开新闻发布会
canal,频道
emisora,广播电台；发射台
locutor,播音员；主持人
cadena pública,公共电视台
cadena privada,私人电视台
cadena regional,地区电视台
cadena nacional,全国电视台
canal público,公共频道
canal privado,私人频道
canal regional,地区频道
canal nacional,全国频道
